time,us_aqi,pm10,pm2_5,nitrogen_dioxide,ozone,timestamp,hour,day_of_week,month,aqi_change_rate,aqi_lag_1,aqi_lag_24,target_aqi_24h
2026-03-09T00:00,81,53.0,41.2,72.4,12.0,2026-03-09 00:00:00,0,0,3,0.0,81.0,81.0,89.0
2026-03-09T01:00,82,43.9,34.5,56.6,24.0,2026-03-09 01:00:00,1,0,3,1.0,81.0,82.0,88.0
2026-03-09T02:00,82,37.0,28.8,42.8,34.0,2026-03-09 02:00:00,2,0,3,0.0,82.0,82.0,87.0
2026-03-09T03:00,82,31.5,24.3,31.5,41.0,2026-03-09 03:00:00,3,0,3,0.0,82.0,82.0,87.0
2026-03-09T04:00,82,27.7,21.6,22.2,47.0,2026-03-09 04:00:00,4,0,3,0.0,82.0,82.0,87.0
2026-03-09T05:00,82,38.9,29.6,33.3,38.0,2026-03-09 05:00:00,5,0,3,0.0,82.0,82.0,87.0
2026-03-09T06:00,84,33.6,26.4,37.4,31.0,2026-03-09 06:00:00,6,0,3,2.0,82.0,84.0,87.0
2026-03-09T07:00,85,32.9,27.6,42.9,23.0,2026-03-09 07:00:00,7,0,3,1.0,84.0,85.0,86.0
2026-03-09T08:00,85,36.8,32.5,44.8,23.0,2026-03-09 08:00:00,8,0,3,0.0,85.0,85.0,86.0
2026-03-09T09:00,86,41.3,34.6,40.3,40.0,2026-03-09 09:00:00,9,0,3,1.0,85.0,86.0,86.0
2026-03-09T10:00,87,43.3,29.3,32.2,65.0,2026-03-09 10:00:00,10,0,3,1.0,86.0,87.0,86.0
2026-03-09T11:00,88,40.7,24.1,25.0,87.0,2026-03-09 11:00:00,11,0,3,1.0,87.0,88.0,86.0
2026-03-09T12:00,89,40.6,22.5,19.1,104.0,2026-03-09 12:00:00,12,0,3,1.0,88.0,89.0,88.0
2026-03-09T13:00,90,43.8,22.5,14.0,117.0,2026-03-09 13:00:00,13,0,3,1.0,89.0,90.0,89.0
2026-03-09T14:00,90,47.5,23.3,12.1,123.0,2026-03-09 14:00:00,14,0,3,0.0,90.0,90.0,91.0
2026-03-09T15:00,90,49.4,23.7,16.5,117.0,2026-03-09 15:00:00,15,0,3,0.0,90.0,90.0,92.0
2026-03-09T16:00,90,50.1,24.1,24.2,103.0,2026-03-09 16:00:00,16,0,3,0.0,90.0,90.0,93.0
2026-03-09T17:00,91,50.2,24.8,28.2,104.0,2026-03-09 17:00:00,17,0,3,1.0,90.0,91.0,94.0
2026-03-09T18:00,91,70.8,46.0,50.1,72.0,2026-03-09 18:00:00,18,0,3,0.0,91.0,91.0,94.0
2026-03-09T19:00,93,81.3,57.4,79.2,30.0,2026-03-09 19:00:00,19,0,3,2.0,91.0,93.0,93.0
2026-03-09T20:00,94,62.4,44.6,93.1,7.0,2026-03-09 20:00:00,20,0,3,1.0,93.0,94.0,90.0
2026-03-09T21:00,94,48.5,33.9,77.0,23.0,2026-03-09 21:00:00,21,0,3,0.0,94.0,94.0,89.0
2026-03-09T22:00,93,42.0,28.6,45.7,58.0,2026-03-09 22:00:00,22,0,3,-1.0,94.0,93.0,89.0
2026-03-09T23:00,91,40.4,26.5,20.9,86.0,2026-03-09 23:00:00,23,0,3,-2.0,93.0,91.0,88.0
2026-03-10T00:00,89,41.2,26.6,11.5,97.0,2026-03-10 00:00:00,0,1,3,-2.0,91.0,81.0,88.0
2026-03-10T01:00,88,41.7,26.7,8.7,101.0,2026-03-10 01:00:00,1,1,3,-1.0,89.0,82.0,88.0
2026-03-10T02:00,87,40.0,26.1,7.1,103.0,2026-03-10 02:00:00,2,1,3,-1.0,88.0,82.0,88.0
2026-03-10T03:00,87,38.1,25.3,4.8,104.0,2026-03-10 03:00:00,3,1,3,0.0,87.0,82.0,87.0
2026-03-10T04:00,87,35.2,24.1,3.8,102.0,2026-03-10 04:00:00,4,1,3,0.0,87.0,82.0,87.0
2026-03-10T05:00,87,32.4,19.1,4.1,101.0,2026-03-10 05:00:00,5,1,3,0.0,87.0,82.0,86.0
2026-03-10T06:00,87,37.0,20.8,10.2,94.0,2026-03-10 06:00:00,6,1,3,0.0,87.0,84.0,87.0
2026-03-10T07:00,86,41.4,25.6,18.4,85.0,2026-03-10 07:00:00,7,1,3,-1.0,87.0,85.0,87.0
2026-03-10T08:00,86,44.2,30.6,22.9,82.0,2026-03-10 08:00:00,8,1,3,0.0,86.0,85.0,87.0
2026-03-10T09:00,86,51.3,33.3,20.1,90.0,2026-03-10 09:00:00,9,1,3,0.0,86.0,86.0,86.0
2026-03-10T10:00,86,68.9,36.2,13.6,103.0,2026-03-10 10:00:00,10,1,3,0.0,86.0,87.0,85.0
2026-03-10T11:00,86,87.5,42.3,8.6,113.0,2026-03-10 11:00:00,11,1,3,0.0,86.0,88.0,84.0
2026-03-10T12:00,88,74.7,39.5,6.8,118.0,2026-03-10 12:00:00,12,1,3,2.0,86.0,89.0,82.0
2026-03-10T13:00,89,73.6,38.1,6.6,121.0,2026-03-10 13:00:00,13,1,3,1.0,88.0,90.0,80.0
2026-03-10T14:00,91,68.2,36.6,8.0,120.0,2026-03-10 14:00:00,14,1,3,2.0,89.0,90.0,80.0
2026-03-10T15:00,92,63.6,36.2,11.7,114.0,2026-03-10 15:00:00,15,1,3,1.0,91.0,90.0,79.0
2026-03-10T16:00,93,52.3,32.6,17.0,104.0,2026-03-10 16:00:00,16,1,3,1.0,92.0,90.0,78.0
2026-03-10T17:00,94,45.3,31.1,21.8,95.0,2026-03-10 17:00:00,17,1,3,1.0,93.0,91.0,78.0
2026-03-10T18:00,94,41.3,29.6,25.2,86.0,2026-03-10 18:00:00,18,1,3,0.0,94.0,91.0,79.0
2026-03-10T19:00,93,39.8,29.7,29.5,74.0,2026-03-10 19:00:00,19,1,3,-1.0,94.0,93.0,80.0
2026-03-10T20:00,90,37.7,29.7,30.4,70.0,2026-03-10 20:00:00,20,1,3,-3.0,93.0,94.0,82.0
2026-03-10T21:00,89,38.6,27.6,24.5,81.0,2026-03-10 21:00:00,21,1,3,-1.0,90.0,94.0,85.0
2026-03-10T22:00,89,38.1,26.4,15.1,99.0,2026-03-10 22:00:00,22,1,3,0.0,89.0,93.0,86.0
2026-03-10T23:00,88,40.7,27.3,7.9,112.0,2026-03-10 23:00:00,23,1,3,-1.0,89.0,91.0,87.0
2026-03-11T00:00,88,36.8,26.3,5.3,113.0,2026-03-11 00:00:00,0,2,3,0.0,88.0,89.0,86.0
2026-03-11T01:00,88,32.9,22.9,4.8,109.0,2026-03-11 01:00:00,1,2,3,0.0,88.0,88.0,85.0
2026-03-11T02:00,88,28.4,20.0,4.7,105.0,2026-03-11 02:00:00,2,2,3,0.0,88.0,87.0,85.0
2026-03-11T03:00,87,25.5,18.2,3.3,107.0,2026-03-11 03:00:00,3,2,3,-1.0,88.0,87.0,85.0
2026-03-11T04:00,87,27.6,18.7,2.3,109.0,2026-03-11 04:00:00,4,2,3,0.0,87.0,87.0,85.0
2026-03-11T05:00,86,35.9,24.4,9.3,72.0,2026-03-11 05:00:00,5,2,3,-1.0,87.0,87.0,85.0
2026-03-11T06:00,87,34.0,22.8,16.6,66.0,2026-03-11 06:00:00,6,2,3,1.0,86.0,87.0,84.0
2026-03-11T07:00,87,31.2,22.5,26.5,59.0,2026-03-11 07:00:00,7,2,3,0.0,87.0,86.0,84.0
2026-03-11T08:00,87,28.9,23.0,31.8,59.0,2026-03-11 08:00:00,8,2,3,0.0,87.0,86.0,83.0
2026-03-11T09:00,86,29.0,23.4,28.1,73.0,2026-03-11 09:00:00,9,2,3,-1.0,87.0,86.0,84.0
2026-03-11T10:00,85,29.0,21.1,19.9,95.0,2026-03-11 10:00:00,10,2,3,-1.0,86.0,86.0,84.0
2026-03-11T11:00,84,29.7,18.9,13.5,111.0,2026-03-11 11:00:00,11,2,3,-1.0,85.0,86.0,85.0
2026-03-11T12:00,82,38.6,18.7,10.2,118.0,2026-03-11 12:00:00,12,2,3,-2.0,84.0,88.0,87.0
2026-03-11T13:00,80,93.8,34.0,8.6,119.0,2026-03-11 13:00:00,13,2,3,-2.0,82.0,89.0,89.0
2026-03-11T14:00,80,74.0,29.4,11.0,114.0,2026-03-11 14:00:00,14,2,3,0.0,80.0,91.0,89.0
2026-03-11T15:00,79,72.4,28.3,19.7,101.0,2026-03-11 15:00:00,15,2,3,-1.0,80.0,92.0,89.0
2026-03-11T16:00,78,75.9,28.7,32.4,83.0,2026-03-11 16:00:00,16,2,3,-1.0,79.0,93.0,90.0
2026-03-11T17:00,78,95.2,40.6,40.5,71.0,2026-03-11 17:00:00,17,2,3,0.0,78.0,94.0,90.0
2026-03-11T18:00,79,101.5,48.0,51.2,55.0,2026-03-11 18:00:00,18,2,3,1.0,78.0,94.0,91.0
2026-03-11T19:00,80,104.3,53.4,65.1,35.0,2026-03-11 19:00:00,19,2,3,1.0,79.0,93.0,89.0
2026-03-11T20:00,82,97.8,53.7,69.4,26.0,2026-03-11 20:00:00,20,2,3,2.0,80.0,90.0,89.0
2026-03-11T21:00,85,77.3,44.9,54.7,41.0,2026-03-11 21:00:00,21,2,3,3.0,82.0,89.0,89.0
2026-03-11T22:00,86,53.3,31.4,30.5,69.0,2026-03-11 22:00:00,22,2,3,1.0,85.0,89.0,91.0
2026-03-11T23:00,87,37.5,22.3,11.9,90.0,2026-03-11 23:00:00,23,2,3,1.0,86.0,88.0,95.0
2026-03-12T00:00,86,30.2,18.7,5.7,97.0,2026-03-12 00:00:00,0,3,3,-1.0,87.0,88.0,98.0
2026-03-12T01:00,85,27.3,17.2,5.1,97.0,2026-03-12 01:00:00,1,3,3,-1.0,86.0,88.0,101.0
2026-03-12T02:00,85,28.3,16.9,5.4,96.0,2026-03-12 02:00:00,2,3,3,0.0,85.0,88.0,104.0
2026-03-12T03:00,85,31.9,17.3,4.2,96.0,2026-03-12 03:00:00,3,3,3,0.0,85.0,87.0,105.0
2026-03-12T04:00,85,35.7,20.3,3.8,95.0,2026-03-12 04:00:00,4,3,3,0.0,85.0,87.0,107.0
2026-03-12T05:00,85,26.9,17.2,6.3,87.0,2026-03-12 05:00:00,5,3,3,0.0,85.0,86.0,107.0
2026-03-12T06:00,84,24.7,16.5,16.1,72.0,2026-03-12 06:00:00,6,3,3,-1.0,85.0,87.0,108.0
2026-03-12T07:00,84,28.1,20.4,29.2,51.0,2026-03-12 07:00:00,7,3,3,0.0,84.0,87.0,108.0
2026-03-12T08:00,83,34.7,26.3,36.1,45.0,2026-03-12 08:00:00,8,3,3,-1.0,84.0,87.0,108.0
2026-03-12T09:00,84,46.1,27.8,30.9,65.0,2026-03-12 09:00:00,9,3,3,1.0,83.0,86.0,108.0
2026-03-12T10:00,84,74.5,35.7,19.5,99.0,2026-03-12 10:00:00,10,3,3,0.0,84.0,85.0,108.0
2026-03-12T11:00,85,80.6,38.0,10.6,126.0,2026-03-12 11:00:00,11,3,3,1.0,84.0,84.0,106.0
2026-03-12T12:00,87,79.6,38.0,7.4,139.0,2026-03-12 12:00:00,12,3,3,2.0,85.0,82.0,103.0
2026-03-12T13:00,89,73.8,35.0,6.8,144.0,2026-03-12 13:00:00,13,3,3,2.0,87.0,80.0,100.0
2026-03-12T14:00,89,68.7,33.2,7.4,145.0,2026-03-12 14:00:00,14,3,3,0.0,89.0,80.0,98.0
2026-03-12T15:00,89,66.4,33.8,6.9,143.0,2026-03-12 15:00:00,15,3,3,0.0,89.0,79.0,96.0
2026-03-12T16:00,90,60.8,33.1,7.8,135.0,2026-03-12 16:00:00,16,3,3,1.0,89.0,78.0,94.0
2026-03-12T17:00,90,54.0,25.0,16.3,126.0,2026-03-12 17:00:00,17,3,3,0.0,90.0,78.0,92.0
2026-03-12T18:00,91,71.9,45.2,44.5,90.0,2026-03-12 18:00:00,18,3,3,1.0,90.0,79.0,90.0
2026-03-12T19:00,89,80.3,55.5,83.0,40.0,2026-03-12 19:00:00,19,3,3,-2.0,91.0,80.0,87.0
2026-03-12T20:00,89,84.3,61.5,108.7,3.0,2026-03-12 20:00:00,20,3,3,0.0,89.0,82.0,84.0
2026-03-12T21:00,89,89.4,69.2,110.1,0.0,2026-03-12 21:00:00,21,3,3,0.0,89.0,85.0,81.0
2026-03-12T22:00,91,81.0,67.5,98.6,0.0,2026-03-12 22:00:00,22,3,3,2.0,89.0,86.0,78.0
2026-03-12T23:00,95,71.0,61.5,85.9,2.0,2026-03-12 23:00:00,23,3,3,4.0,91.0,87.0,76.0
2026-03-13T00:00,98,60.1,51.7,75.4,10.0,2026-03-13 00:00:00,0,4,3,3.0,95.0,86.0,73.0
2026-03-13T01:00,101,49.4,41.4,63.6,22.0,2026-03-13 01:00:00,1,4,3,3.0,98.0,85.0,71.0
2026-03-13T02:00,104,40.7,33.6,51.2,33.0,2026-03-13 02:00:00,2,4,3,3.0,101.0,85.0,69.0
2026-03-13T03:00,105,35.0,29.3,36.3,45.0,2026-03-13 03:00:00,3,4,3,1.0,104.0,85.0,68.0
2026-03-13T04:00,107,31.1,25.5,20.9,57.0,2026-03-13 04:00:00,4,4,3,2.0,105.0,85.0,67.0
2026-03-13T05:00,107,27.9,21.9,7.9,68.0,2026-03-13 05:00:00,5,4,3,0.0,107.0,85.0,66.0
2026-03-13T06:00,108,25.2,20.2,14.4,58.0,2026-03-13 06:00:00,6,4,3,1.0,107.0,84.0,65.0
2026-03-13T07:00,108,25.8,21.2,23.1,44.0,2026-03-13 07:00:00,7,4,3,0.0,108.0,84.0,65.0
2026-03-13T08:00,108,27.2,24.7,27.6,41.0,2026-03-13 08:00:00,8,4,3,0.0,108.0,83.0,65.0
2026-03-13T09:00,108,26.7,23.2,24.0,58.0,2026-03-13 09:00:00,9,4,3,0.0,108.0,84.0,65.0
2026-03-13T10:00,108,27.8,18.2,16.3,86.0,2026-03-13 10:00:00,10,4,3,0.0,108.0,84.0,65.0
2026-03-13T11:00,106,25.8,13.2,10.0,108.0,2026-03-13 11:00:00,11,4,3,-2.0,108.0,85.0,65.0
2026-03-13T12:00,103,22.6,10.4,6.7,118.0,2026-03-13 12:00:00,12,4,3,-3.0,106.0,87.0,65.0
2026-03-13T13:00,100,21.4,10.0,4.8,121.0,2026-03-13 13:00:00,13,4,3,-3.0,103.0,89.0,65.0
2026-03-13T14:00,98,19.8,9.5,5.1,121.0,2026-03-13 14:00:00,14,4,3,-2.0,100.0,89.0,65.0
2026-03-13T15:00,96,18.6,9.1,6.3,119.0,2026-03-13 15:00:00,15,4,3,-2.0,98.0,89.0,65.0
2026-03-13T16:00,94,17.9,9.2,9.8,114.0,2026-03-13 16:00:00,16,4,3,-2.0,96.0,90.0,66.0
2026-03-13T17:00,92,8.7,8.1,19.8,100.0,2026-03-13 17:00:00,17,4,3,-2.0,94.0,90.0,66.0
2026-03-13T18:00,90,13.2,13.0,41.4,72.0,2026-03-13 18:00:00,18,4,3,-2.0,92.0,91.0,74.0
2026-03-13T19:00,87,20.4,20.3,71.0,32.0,2026-03-13 19:00:00,19,4,3,-3.0,90.0,89.0,74.0
2026-03-13T20:00,84,31.0,30.3,91.6,4.0,2026-03-13 20:00:00,20,4,3,-3.0,87.0,89.0,71.0
2026-03-13T21:00,81,36.2,35.5,95.6,0.0,2026-03-13 21:00:00,21,4,3,-3.0,84.0,89.0,73.0
2026-03-13T22:00,78,36.4,35.7,90.7,0.0,2026-03-13 22:00:00,22,4,3,-3.0,81.0,91.0,75.0
2026-03-13T23:00,76,32.9,32.2,82.7,5.0,2026-03-13 23:00:00,23,4,3,-2.0,78.0,95.0,77.0
2026-03-14T00:00,73,28.3,27.6,72.1,13.0,2026-03-14 00:00:00,0,5,3,-3.0,76.0,98.0,78.0
2026-03-14T01:00,71,24.0,23.5,58.3,24.0,2026-03-14 01:00:00,1,5,3,-2.0,73.0,101.0,79.0
2026-03-14T02:00,69,20.8,20.0,45.9,34.0,2026-03-14 02:00:00,2,5,3,-2.0,71.0,104.0,79.0
2026-03-14T03:00,68,18.3,17.4,35.0,42.0,2026-03-14 03:00:00,3,5,3,-1.0,69.0,105.0,79.0
2026-03-14T04:00,67,16.5,15.5,25.3,48.0,2026-03-14 04:00:00,4,5,3,-1.0,68.0,107.0,79.0
2026-03-14T05:00,66,16.1,14.4,18.4,50.0,2026-03-14 05:00:00,5,5,3,-1.0,67.0,107.0,79.0
2026-03-14T06:00,65,16.4,14.5,23.7,43.0,2026-03-14 06:00:00,6,5,3,-1.0,66.0,108.0,80.0
2026-03-14T07:00,65,20.3,18.2,30.7,33.0,2026-03-14 07:00:00,7,5,3,0.0,65.0,108.0,81.0
2026-03-14T08:00,65,25.1,22.8,34.0,34.0,2026-03-14 08:00:00,8,5,3,0.0,65.0,108.0,82.0
2026-03-14T09:00,65,27.8,25.0,30.2,53.0,2026-03-14 09:00:00,9,5,3,0.0,65.0,108.0,84.0
2026-03-14T10:00,65,23.7,16.8,22.8,83.0,2026-03-14 10:00:00,10,5,3,0.0,65.0,108.0,85.0
2026-03-14T11:00,65,20.7,13.0,16.5,108.0,2026-03-14 11:00:00,11,5,3,0.0,65.0,106.0,86.0
2026-03-14T12:00,65,20.0,12.4,12.1,126.0,2026-03-14 12:00:00,12,5,3,0.0,65.0,103.0,87.0
2026-03-14T13:00,65,20.3,13.0,8.8,140.0,2026-03-14 13:00:00,13,5,3,0.0,65.0,100.0,88.0
2026-03-14T14:00,65,20.0,13.3,9.0,145.0,2026-03-14 14:00:00,14,5,3,0.0,65.0,98.0,90.0
2026-03-14T15:00,65,19.4,13.6,13.0,140.0,2026-03-14 15:00:00,15,5,3,0.0,65.0,96.0,91.0
2026-03-14T16:00,66,19.2,13.9,20.5,126.0,2026-03-14 16:00:00,16,5,3,1.0,65.0,94.0,92.0
2026-03-14T17:00,66,18.2,15.2,30.9,109.0,2026-03-14 17:00:00,17,5,3,0.0,66.0,92.0,94.0
2026-03-14T18:00,74,32.2,29.9,55.9,79.0,2026-03-14 18:00:00,18,5,3,8.0,66.0,90.0,94.0
2026-03-14T19:00,74,50.3,48.5,90.1,39.0,2026-03-14 19:00:00,19,5,3,0.0,74.0,87.0,94.0
2026-03-14T20:00,71,57.3,55.5,113.1,9.0,2026-03-14 20:00:00,20,5,3,-3.0,74.0,84.0,92.0
2026-03-14T21:00,73,60.3,57.6,116.1,0.0,2026-03-14 21:00:00,21,5,3,2.0,71.0,81.0,89.0
2026-03-14T22:00,75,57.5,54.7,108.0,1.0,2026-03-14 22:00:00,22,5,3,2.0,73.0,78.0,86.0
2026-03-14T23:00,77,48.7,46.0,94.8,8.0,2026-03-14 23:00:00,23,5,3,2.0,75.0,76.0,83.0
2026-03-15T00:00,78,38.9,36.3,75.1,23.0,2026-03-15 00:00:00,0,6,3,1.0,77.0,73.0,81.0
2026-03-15T01:00,79,30.6,27.6,50.4,44.0,2026-03-15 01:00:00,1,6,3,1.0,78.0,71.0,80.0
2026-03-15T02:00,79,25.0,21.4,31.5,57.0,2026-03-15 02:00:00,2,6,3,0.0,79.0,69.0,80.0
2026-03-15T03:00,79,22.5,18.2,22.2,55.0,2026-03-15 03:00:00,3,6,3,0.0,79.0,68.0,80.0
2026-03-15T04:00,79,24.3,18.8,18.8,44.0,2026-03-15 04:00:00,4,6,3,0.0,79.0,67.0,80.0
2026-03-15T05:00,79,31.0,23.6,23.6,28.0,2026-03-15 05:00:00,5,6,3,0.0,79.0,66.0,80.0
2026-03-15T06:00,80,31.5,24.0,32.0,20.0,2026-03-15 06:00:00,6,6,3,1.0,79.0,65.0,80.0
2026-03-15T07:00,81,36.7,28.1,43.2,10.0,2026-03-15 07:00:00,7,6,3,1.0,80.0,65.0,79.0
2026-03-15T08:00,82,49.7,40.7,48.3,10.0,2026-03-15 08:00:00,8,6,3,1.0,81.0,65.0,79.0
2026-03-15T09:00,84,47.3,36.2,41.3,31.0,2026-03-15 09:00:00,9,6,3,2.0,82.0,65.0,77.0
2026-03-15T10:00,85,45.8,30.6,28.1,62.0,2026-03-15 10:00:00,10,6,3,1.0,84.0,65.0,76.0
2026-03-15T11:00,86,42.6,27.5,18.1,85.0,2026-03-15 11:00:00,11,6,3,1.0,85.0,65.0,75.0
2026-03-15T12:00,87,39.6,25.3,14.7,91.0,2026-03-15 12:00:00,12,6,3,1.0,86.0,65.0,75.0
2026-03-15T13:00,88,45.8,27.4,14.4,89.0,2026-03-15 13:00:00,13,6,3,1.0,87.0,65.0,74.0
2026-03-15T14:00,90,44.6,29.1,15.6,85.0,2026-03-15 14:00:00,14,6,3,2.0,88.0,65.0,73.0
2026-03-15T15:00,91,45.9,30.0,17.6,81.0,2026-03-15 15:00:00,15,6,3,1.0,90.0,65.0,71.0
2026-03-15T16:00,92,43.9,27.0,21.2,75.0,2026-03-15 16:00:00,16,6,3,1.0,91.0,66.0,70.0
2026-03-15T17:00,94,38.3,23.6,14.4,88.0,2026-03-15 17:00:00,17,6,3,2.0,92.0,66.0,69.0
2026-03-15T18:00,94,36.7,25.5,20.3,80.0,2026-03-15 18:00:00,18,6,3,0.0,94.0,74.0,69.0
2026-03-15T19:00,94,38.1,26.7,28.3,69.0,2026-03-15 19:00:00,19,6,3,0.0,94.0,74.0,70.0
2026-03-15T20:00,92,36.3,25.5,33.0,62.0,2026-03-15 20:00:00,20,6,3,-2.0,94.0,71.0,72.0
2026-03-15T21:00,89,31.1,22.6,31.6,62.0,2026-03-15 21:00:00,21,6,3,-3.0,92.0,73.0,76.0
2026-03-15T22:00,86,30.9,21.0,26.9,66.0,2026-03-15 22:00:00,22,6,3,-3.0,89.0,75.0,79.0
2026-03-15T23:00,83,33.4,22.4,22.6,69.0,2026-03-15 23:00:00,23,6,3,-3.0,86.0,77.0,83.0
2026-03-16T00:00,81,32.5,23.2,19.8,69.0,2026-03-16 00:00:00,0,0,3,-2.0,83.0,78.0,87.0
2026-03-16T01:00,80,33.1,24.0,17.3,68.0,2026-03-16 01:00:00,1,0,3,-1.0,81.0,79.0,91.0
2026-03-16T02:00,80,32.7,22.7,15.0,68.0,2026-03-16 02:00:00,2,0,3,0.0,80.0,79.0,93.0
2026-03-16T03:00,80,32.2,21.2,11.7,71.0,2026-03-16 03:00:00,3,0,3,0.0,80.0,79.0,95.0
2026-03-16T04:00,80,31.0,20.0,8.6,74.0,2026-03-16 04:00:00,4,0,3,0.0,80.0,79.0,97.0
2026-03-16T05:00,80,27.1,20.8,15.2,45.0,2026-03-16 05:00:00,5,0,3,0.0,80.0,79.0,98.0
2026-03-16T06:00,80,24.2,18.3,20.6,43.0,2026-03-16 06:00:00,6,0,3,0.0,80.0,80.0,99.0
2026-03-16T07:00,79,27.6,21.1,27.8,41.0,2026-03-16 07:00:00,7,0,3,-1.0,80.0,81.0,100.0
2026-03-16T08:00,79,31.5,24.3,30.5,46.0,2026-03-16 08:00:00,8,0,3,0.0,79.0,82.0,101.0
2026-03-16T09:00,77,42.3,25.7,24.5,66.0,2026-03-16 09:00:00,9,0,3,-2.0,79.0,84.0,102.0
2026-03-16T10:00,76,38.1,19.8,14.1,93.0,2026-03-16 10:00:00,10,0,3,-1.0,77.0,85.0,102.0
2026-03-16T11:00,75,33.8,17.5,6.3,113.0,2026-03-16 11:00:00,11,0,3,-1.0,76.0,86.0,102.0
2026-03-16T12:00,75,28.8,15.5,4.1,120.0,2026-03-16 12:00:00,12,0,3,0.0,75.0,87.0,102.0
2026-03-16T13:00,74,25.3,14.5,4.6,120.0,2026-03-16 13:00:00,13,0,3,-1.0,75.0,88.0,102.0
2026-03-16T14:00,73,25.1,14.9,5.8,118.0,2026-03-16 14:00:00,14,0,3,-1.0,74.0,90.0,102.0
2026-03-16T15:00,71,25.3,15.6,4.7,120.0,2026-03-16 15:00:00,15,0,3,-2.0,73.0,91.0,102.0
2026-03-16T16:00,70,26.2,16.5,4.3,120.0,2026-03-16 16:00:00,16,0,3,-1.0,71.0,92.0,102.0
2026-03-16T17:00,69,37.1,21.8,11.1,117.0,2026-03-16 17:00:00,17,0,3,-1.0,70.0,94.0,102.0
2026-03-16T18:00,69,51.1,37.0,39.1,84.0,2026-03-16 18:00:00,18,0,3,0.0,69.0,94.0,101.0
2026-03-16T19:00,70,69.4,55.6,77.4,38.0,2026-03-16 19:00:00,19,0,3,1.0,69.0,94.0,101.0
2026-03-16T20:00,72,76.1,62.2,103.8,4.0,2026-03-16 20:00:00,20,0,3,2.0,70.0,92.0,99.0
2026-03-16T21:00,76,77.1,62.9,107.8,0.0,2026-03-16 21:00:00,21,0,3,4.0,72.0,89.0,98.0
2026-03-16T22:00,79,80.8,67.1,100.0,0.0,2026-03-16 22:00:00,22,0,3,3.0,76.0,86.0,96.0
2026-03-16T23:00,83,78.2,68.2,89.8,3.0,2026-03-16 23:00:00,23,0,3,4.0,79.0,83.0,95.0
2026-03-17T00:00,87,68.5,60.8,79.6,8.0,2026-03-17 00:00:00,0,1,3,4.0,83.0,81.0,93.0
2026-03-17T01:00,91,58.4,51.6,67.1,16.0,2026-03-17 01:00:00,1,1,3,4.0,87.0,80.0,91.0
2026-03-17T02:00,93,50.6,44.1,54.2,24.0,2026-03-17 02:00:00,2,1,3,2.0,91.0,80.0,91.0
2026-03-17T03:00,95,45.1,39.2,39.5,35.0,2026-03-17 03:00:00,3,1,3,2.0,93.0,80.0,90.0
2026-03-17T04:00,97,40.4,35.0,24.6,46.0,2026-03-17 04:00:00,4,1,3,2.0,95.0,80.0,89.0
2026-03-17T05:00,98,38.8,34.0,24.4,44.0,2026-03-17 05:00:00,5,1,3,1.0,97.0,80.0,89.0
2026-03-17T06:00,99,33.5,29.8,28.2,42.0,2026-03-17 06:00:00,6,1,3,1.0,98.0,80.0,88.0
2026-03-17T07:00,100,32.0,29.0,33.2,41.0,2026-03-17 07:00:00,7,1,3,1.0,99.0,79.0,87.0
2026-03-17T08:00,101,31.7,28.5,34.6,46.0,2026-03-17 08:00:00,8,1,3,1.0,100.0,79.0,86.0
2026-03-17T09:00,102,31.2,27.8,29.1,64.0,2026-03-17 09:00:00,9,1,3,1.0,101.0,77.0,86.0
2026-03-17T10:00,102,28.2,19.0,20.1,90.0,2026-03-17 10:00:00,10,1,3,0.0,102.0,76.0,85.0
2026-03-17T11:00,102,26.7,17.0,13.0,110.0,2026-03-17 11:00:00,11,1,3,0.0,102.0,75.0,86.0
2026-03-17T12:00,102,27.0,17.1,8.7,123.0,2026-03-17 12:00:00,12,1,3,0.0,102.0,75.0,87.0
2026-03-17T13:00,102,27.0,16.8,6.3,131.0,2026-03-17 13:00:00,13,1,3,0.0,102.0,74.0,87.0
2026-03-17T14:00,102,26.2,15.9,8.6,131.0,2026-03-17 14:00:00,14,1,3,0.0,102.0,73.0,88.0
2026-03-17T15:00,102,25.6,15.1,17.0,120.0,2026-03-17 15:00:00,15,1,3,0.0,102.0,71.0,88.0
2026-03-17T16:00,102,25.5,14.9,30.0,100.0,2026-03-17 16:00:00,16,1,3,0.0,102.0,70.0,89.0
2026-03-17T17:00,102,20.1,15.1,44.2,81.0,2026-03-17 17:00:00,17,1,3,0.0,102.0,69.0,89.0
2026-03-17T18:00,101,34.7,30.5,62.8,57.0,2026-03-17 18:00:00,18,1,3,-1.0,102.0,69.0,90.0
2026-03-17T19:00,101,43.3,39.1,88.0,23.0,2026-03-17 19:00:00,19,1,3,0.0,101.0,70.0,89.0
2026-03-17T20:00,99,50.4,46.0,104.5,0.0,2026-03-17 20:00:00,20,1,3,-2.0,101.0,72.0,88.0
2026-03-17T21:00,98,55.2,50.6,104.0,0.0,2026-03-17 21:00:00,21,1,3,-1.0,99.0,76.0,86.0
2026-03-17T22:00,96,54.2,49.7,94.7,2.0,2026-03-17 22:00:00,22,1,3,-2.0,98.0,79.0,84.0
2026-03-17T23:00,95,50.5,46.2,85.9,7.0,2026-03-17 23:00:00,23,1,3,-1.0,96.0,83.0,82.0
